TestType,TestName,SerializerType,SerializerName,RunNumber,RunException,DoGc,SerSupported,SerIterations,SerExceptions,SerAborts,FirstSerAbortMsg,SerDurationMs,SerDurationTicks,SerOpsSec,PayloadSize,DeserSupported,DeserIterations,DeserExceptions,DeserAborts,FirstDeserAbortMsg,DeserDurationMs,DeserDurationTicks,DeserOpsSec
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 1; Participants: 250; Events: 10","Serbench.StockSerializers.NFXSlim","NFX.Slim Known Types","0",,"True","True","100","0","0",,"240","753164","415","109987","True","100","0","0",,"184","578184","540"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 16; Participants: 16; Events: 5","Serbench.StockSerializers.NFXSlim","NFX.Slim Known Types","0",,"True","True","100","0","0",,"316","988631","316","127512","True","100","0","0",,"237","742353","421"
"Serbench.Specimens.Tests.ObjectGraph","Warmup ObjectGraph","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0","[Serbench.SerbenchException] Test run failed as serialization not supported","True","False","1","1","0",,"49","156091","20","0","False","0","0","0",,"0","0","0"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 1; Participants: 250; Events: 10","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0",,"True","False","0","3","0",,"0","0","0","0","False","0","0","0",,"0","0","0"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 16; Participants: 16; Events: 5","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0",,"True","False","0","3","0",,"0","0","0","0","False","0","0","0",,"0","0","0"
"Serbench.Specimens.Tests.ObjectGraph","Warmup ObjectGraph","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","1","0","0",,"38","121301","25","4483","True","1","0","0",,"53","167726","18"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 1; Participants: 250; Events: 10","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","100","0","0",,"390","1219835","256","420020","False","0","3","0",,"0","0","0"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 16; Participants: 16; Events: 5","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","100","0","0",,"469","1467618","213","471522","False","0","3","0",,"0","0","0"
"Serbench.Specimens.Tests.ObjectGraph","Warmup ObjectGraph","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","1","0","0",,"546","1708599","1","3161","True","1","0","0",,"1567","4902272","0"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 1; Participants: 250; Events: 10","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","100","0","0",,"3027","9466382","33","2745274","True","100","0","0",,"2386","7461417","41"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 16; Participants: 16; Events: 5","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","100","0","0",,"1559","4875035","64","1444758","True","100","0","0",,"1238","3871116","80"
"Serbench.Specimens.Tests.ObjectGraph","Warmup ObjectGraph","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","1","0","0",,"247","774019","4","3136","True","1","0","0",,"133","417296","7"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 1; Participants: 250; Events: 10","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","100","0","0",,"424","1328447","235","311130","True","100","0","0",,"675","2112270","148"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 16; Participants: 16; Events: 5","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","100","0","0",,"488","1526011","204","342898","True","100","0","0",,"777","2431434","128"
"Serbench.Specimens.Tests.ObjectGraph","Warmup ObjectGraph","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","1","0","0",,"22","69074","45","1145","True","1","0","0",,"129","403988","7"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 1; Participants: 250; Events: 10","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","100","0","0",,"969","3030647","103","963058","True","100","0","0",,"1697","5306573","58"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 16; Participants: 16; Events: 5","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","100","0","0",,"533","1667448","187","511315","True","100","0","0",,"904","2829209","110"
"Serbench.Specimens.Tests.ObjectGraph","Warmup ObjectGraph","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","1","0","0",,"16","50596","61","1225","True","1","0","0",,"15","49714","62"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 1; Participants: 250; Events: 10","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","100","0","0",,"1084","3391248","92","1012408","True","100","0","0",,"800","2501735","124"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 16; Participants: 16; Events: 5","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","100","0","0",,"604","1890480","165","537549","True","100","0","0",,"438","1371759","227"
"Serbench.Specimens.Tests.ObjectGraph","Warmup ObjectGraph","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","1","0","0",,"225","704643","4","1242","True","1","0","0",,"47","148403","21"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 1; Participants: 250; Events: 10","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","100","0","0",,"108","339236","921","109806","True","100","0","0",,"124","389354","803"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 16; Participants: 16; Events: 5","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","100","0","0",,"109","342432","913","123525","True","100","0","0",,"139","434735","719"
"Serbench.Specimens.Tests.ObjectGraph","Warmup ObjectGraph","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","1","0","0",,"172","540636","5","2220","True","1","0","0",,"189","591428","5"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 1; Participants: 250; Events: 10","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","100","0","0",,"1516","4743458","65","1109952","True","100","0","0",,"11209","35050556","8"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 16; Participants: 16; Events: 5","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","100","0","0",,"898","2810234","111","623788","True","100","0","0",,"5889","18414409","16"
"Serbench.Specimens.Tests.ObjectGraph","Warmup ObjectGraph","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","1","0","0",,"33","105933","29","2436","True","1","0","0",,"37","116883","26"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 1; Participants: 250; Events: 10","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","100","0","0",,"1716","5367287","58","1230247","True","100","0","0",,"12385","38728370","8"
"Serbench.Specimens.Tests.ObjectGraph","Conferences: 16; Participants: 16; Events: 5","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","100","0","0",,"987","3086295","101","689256","True","100","0","0",,"6445","20154203","15"
