TestType,TestName,SerializerType,SerializerName,RunNumber,RunException,DoGc,SerSupported,SerIterations,SerExceptions,SerAborts,FirstSerAbortMsg,SerDurationMs,SerDurationTicks,SerOpsSec,PayloadSize,DeserSupported,DeserIterations,DeserExceptions,DeserAborts,FirstDeserAbortMsg,DeserDurationMs,DeserDurationTicks,DeserOpsSec
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.StockSerializers.MSJavaScriptSerializer","MS.JavaScriptSerializer","0",,"True","False","0","3","0",,"0","0","0","0","False","0","0","0",,"0","0","0"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.StockSerializers.MSJavaScriptSerializer","MS.JavaScriptSerializer","0",,"True","False","0","3","0",,"0","0","0","0","False","0","0","0",,"0","0","0"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.StockSerializers.MSXmlSerializer","MS.XmlSerializer","0",,"True","True","1","0","0",,"58","181846","17","58103","True","1","0","0",,"278","870434","3"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.StockSerializers.MSXmlSerializer","MS.XmlSerializer","0",,"True","True","1000","0","0",,"481","1505251","2077","57444","True","1000","0","0",,"935","2924114","1069"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.StockSerializers.MSXmlSerializer","MS.XmlSerializer","0",,"True","True","25","0","0",,"1405","4393668","17","6029322","True","25","0","0",,"1857","5809331","13"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.StockSerializers.MSXmlSerializer","MS.XmlSerializer","0",,"True","True","5","0","0",,"1430","4471680","3","30190768","True","5","0","0",,"1849","5782171","2"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.StockSerializers.NFXJson","NFX.Json Default","0",,"True","True","1","0","0",,"18","58088","53","25130","True","1","0","0",,"35","111878","27"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.StockSerializers.NFXJson","NFX.Json Default","0",,"True","True","1000","0","0",,"515","1611750","1940","24943","True","1000","0","0",,"2511","7852950","398"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.StockSerializers.NFXJson","NFX.Json Default","0",,"True","True","25","0","0",,"1309","4093921","19","2511257","True","25","0","0",,"6890","21544534","3"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.StockSerializers.NFXJson","NFX.Json Default","0",,"True","True","5","0","0",,"1307","4088140","3","12564303","True","5","0","0",,"7612","23803766","0"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.StockSerializers.NFXJson","NFX.Json Pretty Print","0",,"True","True","1","0","0",,"1","3637","859","47043","True","1","0","0",,"3","10799","289"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.StockSerializers.NFXJson","NFX.Json Pretty Print","0",,"True","True","1000","0","0",,"707","2213084","1412","46600","True","1000","0","0",,"3372","10546254","296"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.StockSerializers.NFXJson","NFX.Json Pretty Print","0",,"True","True","25","0","0",,"1846","5773741","13","5181776","True","25","0","0",,"9244","28907655","2"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.StockSerializers.NFXJson","NFX.Json Pretty Print","0",,"True","True","5","0","0",,"1879","5877342","2","25940262","True","5","0","0",,"9583","29967696","0"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.StockSerializers.NFXSlim","NFX.Slim Default","0",,"True","True","1","0","0",,"269","843245","3","20875","True","1","0","0",,"63","200115","15"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.StockSerializers.NFXSlim","NFX.Slim Default","0",,"True","True","1000","0","0",,"545","1705216","1833","20773","True","1000","0","0",,"408","1277811","2447"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.StockSerializers.NFXSlim","NFX.Slim Default","0",,"True","True","25","0","0",,"1169","3655625","21","1015098","True","25","0","0",,"793","2480344","31"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.StockSerializers.NFXSlim","NFX.Slim Default","0",,"True","True","5","0","0",,"1209","3782068","4","5063761","True","5","0","0",,"767","2400541","6"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.StockSerializers.NFXSlim","NFX.Slim Known Types","0",,"True","True","1","0","0",,"1","5060","617","15603","True","1","0","0",,"0","1389","2251"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.StockSerializers.NFXSlim","NFX.Slim Known Types","0",,"True","True","1000","0","0",,"608","1904095","1642","15501","True","1000","0","0",,"361","1131551","2763"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.StockSerializers.NFXSlim","NFX.Slim Known Types","0",,"True","True","25","0","0",,"1148","3591692","21","1011317","True","25","0","0",,"754","2360419","33"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.StockSerializers.NFXSlim","NFX.Slim Known Types","0",,"True","True","5","0","0",,"1206","3773113","4","5065980","True","5","0","0",,"763","2385889","6"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0","[Serbench.SerbenchException] Test run failed as serialization not supported","True","False","1","1","0",,"2535","7929677","0","0","False","0","0","0",,"0","0","0"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0",,"True","False","0","3","0",,"0","0","0","0","False","0","0","0",,"0","0","0"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0",,"True","False","0","3","0",,"0","0","0","0","False","0","0","0",,"0","0","0"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0",,"True","False","0","3","0",,"0","0","0","0","False","0","0","0",,"0","0","0"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","1","0","0",,"65","203459","15","33088","True","1","0","0",,"98","307380","10"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","1000","0","0",,"308","963952","3243","32849","True","1000","0","0",,"789","2469598","1266"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","25","0","0",,"823","2575469","30","4980661","True","25","0","0",,"2451","7666579","10"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","5","0","0",,"857","2682142","5","24950803","True","5","0","0",,"2513","7860120","1"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","1","0","0",,"732","2291321","1","23435","True","1","0","0",,"7178","22447455","0"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","1000","0","0",,"245","766964","4076","23248","True","1000","0","0",,"340","1064538","2937"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","25","0","0",,"640","2003665","39","2342054","True","25","0","0",,"4647","14531614","5"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","5","0","0",,"643","2012306","7","11718300","True","5","0","0",,"833","2606978","5"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.Specimens.Serializers.JsonFxSerializer","JsonFx","0",,"True","True","1","0","0",,"112","351225","8","25077","True","1","0","0",,"172","539432","5"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.Specimens.Serializers.JsonFxSerializer","JsonFx","0",,"True","True","1000","0","0",,"623","1951176","1602","24890","True","1000","0","0",,"15469","48373066","64"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.Specimens.Serializers.JsonFxSerializer","JsonFx","0",,"True","True","25","0","0",,"1917","5996543","13","2506271","True","25","0","0",,"39771","124361390","0"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.Specimens.Serializers.JsonFxSerializer","JsonFx","0",,"True","True","5","0","0",,"1681","5257721","2","12539433","True","5","0","0",,"40213","125744020","0"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","1","0","0",,"313","980709","3","25407","True","1","0","0",,"166","521155","5"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","1000","0","0",,"351","1097778","2848","25212","True","1000","0","0",,"556","1739124","1797"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","25","0","0",,"886","2772131","28","2539042","True","25","0","0",,"1365","4270077","18"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","5","0","0",,"881","2757237","5","12703824","True","5","0","0",,"1343","4199804","3"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","1","0","0",,"30","96916","32","6824","True","1","0","0",,"348","1088179","2"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","1000","0","0",,"125","391261","7991","6769","True","1000","0","0",,"290","907401","3446"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","25","0","0",,"328","1028456","76","684843","True","25","0","0",,"734","2295808","34"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","5","0","0",,"332","1039256","15","3422821","True","5","0","0",,"718","2245816","6"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","1","0","0",,"40","125730","24","7967","True","1","0","0",,"37","116092","26"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","1000","0","0",,"156","489470","6388","7888","True","1000","0","0",,"149","465915","6711"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","25","0","0",,"364","1139206","68","797761","True","25","0","0",,"325","1018733","76"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","5","0","0",,"361","1131471","13","3988167","True","5","0","0",,"324","1013417","15"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","1","0","0",,"248","778589","4","6969","True","1","0","0",,"77","241521","12"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","1000","0","0",,"63","199398","15681","6910","True","1000","0","0",,"109","341689","9151"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","25","0","0",,"172","540363","144","698946","True","25","0","0",,"304","951324","82"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","5","0","0",,"171","535722","29","3493154","True","5","0","0",,"313","981835","15"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","1","0","0",,"260","814489","3","22209","True","1","0","0",,"164","515422","6"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","1000","0","0",,"265","831321","3761","22046","True","1000","0","0",,"622","1946936","1606"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","25","0","0",,"684","2141247","36","2220094","True","25","0","0",,"1885","5896174","13"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","5","0","0",,"686","2146083","7","11106746","True","5","0","0",,"1843","5762997","2"
"Serbench.Specimens.Tests.EDI_X12_835","Warmup EDI_X12_835","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","1","0","0",,"86","270728","11","25053","True","1","0","0",,"94","295663","10"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 Single","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","1000","0","0",,"367","1149395","2720","24866","True","1000","0","0",,"851","2661841","1174"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(100)","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","25","0","0",,"933","2918230","26","2503854","True","25","0","0",,"2429","7596045","10"
"Serbench.Specimens.Tests.EDI_X12_835","EDI_X12_835 List(500)","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","5","0","0",,"940","2940024","5","12527300","True","5","0","0",,"2463","7704649","2"
