TestType,TestName,SerializerType,SerializerName,RunNumber,RunException,DoGc,SerSupported,SerIterations,SerExceptions,SerAborts,FirstSerAbortMsg,SerDurationMs,SerDurationTicks,SerOpsSec,PayloadSize,DeserSupported,DeserIterations,DeserExceptions,DeserAborts,FirstDeserAbortMsg,DeserDurationMs,DeserDurationTicks,DeserOpsSec
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.StockSerializers.MSDataContractSerializer","MS.DataContractSerializer","0",,"True","True","1","0","0",,"10","32215","97","1187","True","1","0","0",,"20","65387","47"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.StockSerializers.MSDataContractSerializer","MS.DataContractSerializer","0",,"True","True","1","0","0",,"1","5237","597","1256","True","1","0","0",,"2","7106","440"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.StockSerializers.MSDataContractSerializer","MS.DataContractSerializer","0",,"True","True","75000","0","0",,"880","2754538","85138","1251","True","75000","0","0",,"2441","7634558","30717"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.StockSerializers.MSDataContractSerializer","MS.DataContractSerializer","0",,"True","True","2000","0","0",,"2089","6534874","956","111049","True","2000","0","0",,"6110","19108192","327"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.StockSerializers.MSDataContractSerializer","MS.DataContractSerializer","0",,"True","True","400","0","0",,"2098","6562270","190","550515","True","400","0","0",,"6079","19010909","65"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.StockSerializers.MSJavaScriptSerializer","MS.JavaScriptSerializer","0",,"True","True","1","0","0",,"43","137445","22","743","True","1","0","0",,"5","15644","199"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.StockSerializers.MSJavaScriptSerializer","MS.JavaScriptSerializer","0",,"True","True","1","0","0",,"0","705","4435","756","True","1","0","0",,"0","767","4076"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.StockSerializers.MSJavaScriptSerializer","MS.JavaScriptSerializer","0",,"True","True","75000","0","0",,"11476","35884447","6535","771","True","75000","0","0",,"7458","23321407","10055"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.StockSerializers.MSJavaScriptSerializer","MS.JavaScriptSerializer","0",,"True","True","2000","0","0",,"29841","93312031","67","75551","True","2000","0","0",,"17327","54181489","115"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.StockSerializers.MSJavaScriptSerializer","MS.JavaScriptSerializer","0",,"True","True","400","0","0",,"29729","92959489","13","374394","True","400","0","0",,"17495","54705442","22"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.StockSerializers.MSXmlSerializer","MS.XmlSerializer","0",,"True","True","1","0","0",,"10","32811","95","1245","True","1","0","0",,"33","105449","29"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.StockSerializers.MSXmlSerializer","MS.XmlSerializer","0",,"True","True","1","0","0",,"5","18059","173","1318","True","1","0","0",,"34","107485","29"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.StockSerializers.MSXmlSerializer","MS.XmlSerializer","0",,"True","True","75000","0","0",,"1506","4710787","49782","1279","True","75000","0","0",,"2314","7238309","32399"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.StockSerializers.MSXmlSerializer","MS.XmlSerializer","0",,"True","True","2000","0","0",,"2866","8964496","697","119322","True","2000","0","0",,"3859","12068026","518"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.StockSerializers.MSXmlSerializer","MS.XmlSerializer","0",,"True","True","400","0","0",,"2878","9001527","138","584005","True","400","0","0",,"3776","11808131","105"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.StockSerializers.NFXJson","NFX.Json Default","0",,"True","True","1","0","0",,"16","52449","59","760","True","1","0","0",,"30","96695","32"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.StockSerializers.NFXJson","NFX.Json Default","0",,"True","True","1","0","0",,"0","3123","1001","773","True","1","0","0",,"0","3108","1006"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.StockSerializers.NFXJson","NFX.Json Default","0",,"True","True","75000","0","0",,"1757","5496818","42664","788","True","75000","0","0",,"6545","20468150","11457"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.StockSerializers.NFXJson","NFX.Json Default","0",,"True","True","2000","0","0",,"4405","13774653","454","77273","True","2000","0","0",,"17599","55031001","113"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.StockSerializers.NFXJson","NFX.Json Default","0",,"True","True","400","0","0",,"4478","14005125","89","383020","True","400","0","0",,"17724","55422657","22"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.StockSerializers.NFXJson","NFX.Json Pretty Print","0",,"True","True","1","0","0",,"0","1594","1961","949","True","1","0","0",,"0","427","7322"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.StockSerializers.NFXJson","NFX.Json Pretty Print","0",,"True","True","1","0","0",,"0","319","9802","1094","True","1","0","0",,"0","465","6724"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.StockSerializers.NFXJson","NFX.Json Pretty Print","0",,"True","True","75000","0","0",,"1877","5870417","39948","977","True","75000","0","0",,"7126","22282696","10524"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.StockSerializers.NFXJson","NFX.Json Pretty Print","0",,"True","True","2000","0","0",,"4895","15307673","408","109472","True","2000","0","0",,"19983","62485281","100"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.StockSerializers.NFXJson","NFX.Json Pretty Print","0",,"True","True","400","0","0",,"4894","15304578","81","544019","True","400","0","0",,"19832","62013901","20"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.StockSerializers.NFXSlim","NFX.Slim Default","0",,"True","True","1","0","0",,"42","134240","23","369","True","1","0","0",,"21","68635","45"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.StockSerializers.NFXSlim","NFX.Slim Default","0",,"True","True","1","0","0",,"17","53941","57","755","True","1","0","0",,"16","50251","62"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.StockSerializers.NFXSlim","NFX.Slim Default","0",,"True","True","75000","0","0",,"995","3112571","75345","390","True","75000","0","0",,"887","2775472","84496"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.StockSerializers.NFXSlim","NFX.Slim Default","0",,"True","True","2000","0","0",,"778","2435016","2568","25293","True","2000","0","0",,"538","1685306","3710"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.StockSerializers.NFXSlim","NFX.Slim Default","0",,"True","True","400","0","0",,"722","2260116","553","119814","True","400","0","0",,"491","1536277","814"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.StockSerializers.NFXSlim","NFX.Slim Known Types","0",,"True","True","1","0","0",,"0","825","3790","251","True","1","0","0",,"0","69","45317"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.StockSerializers.NFXSlim","NFX.Slim Known Types","0",,"True","True","1","0","0",,"0","805","3884","288","True","1","0","0",,"0","144","21714"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.StockSerializers.NFXSlim","NFX.Slim Known Types","0",,"True","True","75000","0","0",,"881","2755671","85103","272","True","75000","0","0",,"839","2626111","89302"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.StockSerializers.NFXSlim","NFX.Slim Known Types","0",,"True","True","2000","0","0",,"780","2440079","2562","24826","True","2000","0","0",,"531","1662421","3761"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.StockSerializers.NFXSlim","NFX.Slim Known Types","0",,"True","True","400","0","0",,"732","2290506","546","119347","True","400","0","0",,"495","1549545","807"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0",,"True","True","1","0","0",,"1634","5112245","0","748","False","1","0","0",,"23","72542","43"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0",,"True","True","1","0","0",,"0","2893","1080","761","False","1","0","0",,"1","4011","779"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0",,"True","True","75000","0","0",,"1190","3721293","63020","776","True","75000","0","0",,"3015","9430457","24868"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0",,"True","True","2000","0","0",,"3132","9793747","638","75884","False","0","3","0",,"0","0","0"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.Specimens.Serializers.ApJsonSerializer","Apolyton.FastJson","0",,"True","True","400","0","0",,"3145","9835046","127","376150","False","0","3","0",,"0","0","0"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","1","0","0",,"41","129196","24","895","True","1","0","0",,"42","133214","23"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","1","0","0",,"1","4137","755","889","True","1","0","0",,"2","7499","416"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","75000","0","0",,"1027","3213855","72970","904","True","75000","0","0",,"1617","5059020","46356"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","2000","0","0",,"2534","7925172","789","88684","True","2000","0","0",,"3786","11838584","528"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.Specimens.Serializers.FastJsonSerializer","FastJson","0",,"True","True","400","0","0",,"2503","7828440","159","440150","True","400","0","0",,"3685","11525304","108"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","1","0","0",,"564","1765431","1","752","True","1","0","0",,"356","1114875","2"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","1","0","0",,"15","49645","62","765","True","1","0","0",,"225","704991","4"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","75000","0","0",,"585","1829644","128176","778","True","75000","0","0",,"727","2274007","103129"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","2000","0","0",,"1367","4276141","1462","76324","True","2000","0","0",,"1380","4317303","1448"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.Specimens.Serializers.JilSerializer","Jil","0",,"True","True","400","0","0",,"1362","4261065","293","378299","True","400","0","0",,"1306","4086199","306"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.Specimens.Serializers.JsonFxSerializer","JsonFx","0",,"True","True","1","0","0",,"79","248977","12","752","True","1","0","0",,"70","220710","14"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.Specimens.Serializers.JsonFxSerializer","JsonFx","0",,"True","True","1","0","0",,"6","21845","143","765","True","1","0","0",,"12","40232","77"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.Specimens.Serializers.JsonFxSerializer","JsonFx","0",,"True","True","75000","0","0",,"2651","8291367","28284","782","True","75000","0","0",,"25304","79124615","2963"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.Specimens.Serializers.JsonFxSerializer","JsonFx","0",,"True","True","2000","0","0",,"5661","17704050","353","76587","True","2000","0","0",,"65880","206000122","30"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.Specimens.Serializers.JsonFxSerializer","JsonFx","0",,"True","True","400","0","0",,"6111","19110789","65","379697","True","400","0","0",,"65354","204356720","6"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","1","0","0",,"221","692528","4","754","True","1","0","0",,"110","346249","9"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","1","0","0",,"18","58423","53","767","True","1","0","0",,"8","28060","111"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","75000","0","0",,"1024","3202095","73238","784","True","75000","0","0",,"1738","5436618","43136"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","2000","0","0",,"2525","7896736","791","77273","True","2000","0","0",,"4037","12624095","495"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.Specimens.Serializers.JsonNet","Json.Net","0",,"True","True","400","0","0",,"2515","7865206","159","383064","True","400","0","0",,"3999","12507093","100"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","1","0","0",,"15","48530","64","241","True","1","0","0",,"81","253909","12"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","1","0","0",,"2","9071","344","251","True","1","0","0",,"21","66158","47"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","75000","0","0",,"487","1523521","153930","261","True","75000","0","0",,"464","1453279","161370"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","2000","0","0",,"1435","4488715","1393","24188","True","2000","0","0",,"1413","4419283","1415"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.Specimens.Serializers.MsgPackSerializer","MsgPack","0",,"True","True","400","0","0",,"1417","4433098","282","116687","True","400","0","0",,"1381","4320428","289"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","1","0","0",,"9","30673","101","252","True","1","0","0",,"8","27171","115"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","1","0","0",,"5","17675","176","263","True","1","0","0",,"5","17279","180"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","75000","0","0",,"288","903511","259561","275","True","75000","0","0",,"203","635600","368969"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","2000","0","0",,"840","2629115","2378","25272","True","2000","0","0",,"526","1646355","3798"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.Specimens.Serializers.NetSerializerSer","NetSerializer","0",,"True","True","400","0","0",,"831","2599668","481","121869","True","400","0","0",,"510","1595153","784"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","1","0","0",,"169","529285","5","242","True","1","0","0",,"27","86194","36"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","1","0","0",,"5","18743","166","246","True","1","0","0",,"10","33802","92"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","75000","0","0",,"114","359140","652996","279","True","75000","0","0",,"225","705734","332302"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","2000","0","0",,"572","1788987","3495","25804","True","2000","0","0",,"814","2547118","2455"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.Specimens.Serializers.ProtoBufSerializer","ProtoBuf","0",,"True","True","400","0","0",,"425","1329033","941","122677","True","400","0","0",,"636","1988760","628"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","1","0","0",,"217","681189","4","478","True","1","0","0",,"155","485942","6"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","1","0","0",,"6","20667","151","457","True","1","0","0",,"12","39463","79"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","75000","0","0",,"1160","3630245","64600","527","True","75000","0","0",,"1155","3613167","64906"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","2000","0","0",,"3075","9617037","650","54045","True","2000","0","0",,"3506","10964141","570"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.Specimens.Serializers.ServiceStackJsonSerializer","ServiceStack.JsonSerializer","0",,"True","True","400","0","0",,"3029","9473794","132","259682","True","400","0","0",,"3348","10470795","119"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(single)","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","1","0","0",,"30","96802","32","544","True","1","0","0",,"31","99730","31"
"Serbench.Specimens.Tests.TypicalPerson","Warmup TypicalPerson(list)","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","1","0","0",,"0","2236","1398","513","True","1","0","0",,"1","5293","590"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(single)","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","75000","0","0",,"1193","3730964","62856","587","True","75000","0","0",,"1213","3793461","61821"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 100)","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","2000","0","0",,"3207","10029305","623","60377","True","2000","0","0",,"3811","11918894","524"
"Serbench.Specimens.Tests.TypicalPerson","TypicalPerson(list, 500)","Serbench.Specimens.Serializers.ServiceStackTypeSerializer","ServiceStack.TypeSerializer","0",,"True","True","400","0","0",,"3157","9874072","126","289785","True","400","0","0",,"3607","11280495","110"
